No.,Stasiun,Datang,Berangkat,Keterangan
1,Cikampek (CKP),18:45:00,19:10:00,
2,Tanjungrasa (TJS),Ls,19:19:00,
3,Pabuaran (PAB),Ls,19:22:00,
4,Pringkasap (PRI),Ls,19:25:00,
5,Pasirbungur (PAS),Ls,19:29:00,
6,Cikaum (CKM),Ls,19:32:00,
7,Pegadenbaru (PGB),Ls,19:37:00,// KA 302 (KA 302 =)
8,Cipunegara (CRA),Ls,19:41:00,
9,Haurgeulis (HGL),19:46:00,19:48:00,
10,Cilegeh (CLH),Ls,19:55:00,
11,Kadokangabus (KAB),Ls,20:00:00,
12,Terisi (TIS),Ls,20:04:00,
13,Telagasari (TLS),Ls,20:09:00,
14,Jatibarang (JTB),20:16:00,20:18:00,
15,Kertasemaya (KTM),Ls,20:25:00,
16,Arjawinangun (AWN),Ls,20:34:00,
17,Bangoduwa (BDW),Ls,20:38:00,
18,Cangkring (CNK),Ls,20:41:00,
19,Cirebon (CN),20:47:00,20:53:00,
20,Cirebon Prujakan (CNP),Ls,20:56:00,
21,Waruduwur (WDW),Ls,21:02:00,
22,Babakan (BBK),Ls,21:09:00,// KA 2708 (KA 2708 =)
23,Losari (LOS),Ls,21:14:00,
24,Tanjung (TGN),Ls,21:19:00,
25,Brebes (BB),21:31:00,21:33:00,
26,Tegal (TG),21:44:00,21:47:00,
27,Larangan (LR),Ls,21:53:00,
28,Surodadi (SD),Ls,21:59:00,
29,Pemalang (PML),22:09:00,22:11:00,
30,Petarukan (PTA),Ls,22:17:00,
31,Comal (CO),Ls,22:23:00,
32,Sragi (SRI),Ls,22:26:00,
33,Pekalongan (PK),22:36:00,22:40:00,
34,Batang (BTG),Ls,22:48:00,
35,Ujungnegoro (UJN),Ls,22:51:00,
36,Kuripan (KRP),Ls,22:59:00,
37,Plabuan (PLB),Ls,23:04:00,
38,Krengseng (KNS),Ls,23:10:00,
39,Weleri (WLR),23:16:00,23:18:00,
40,Kalibodri (KBD),Ls,23:26:00,
41,Kaliwungu (KLN),Ls,23:34:00,
42,Mangkang (MKG),Ls,23:38:00,
43,Jerakah (JRK),Ls,23:43:00,
44,Semarang Poncol (SMC),23:49:00,23:54:00,// KA 2524 (KA 2524 =)
45,Semarang Tawang (SMT),00:00:00,,
