No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,19:00:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,19:09:00,
6,Bekasi (BKS),19:21:00,19:23:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,19:29:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),Ls,19:36:00,
12,Lemahabang (LMB),Ls,19:39:00,
13,Kedunggedeh (KDH),Ls,19:45:00,
14,Karawang (KW),19:50:00,19:52:00,
15,Klari (KLI),Ls,19:57:00,
16,Kosambi (KOS),Ls,19:59:00,
17,Dawuan (DWN),Ls,20:03:00,
18,Cikampek (CKP),Ls,20:06:00,
19,Tanjungrasa (TJS),Ls,20:13:00,
20,Pabuaran (PAB),Ls,20:16:00,
21,Pringkasap (PRI),Ls,20:19:00,
22,Pasirbungur (PAS),Ls,20:23:00,
23,Cikaum (CKM),Ls,20:27:00,
24,Pegadenbaru (PGB),Ls,20:32:00,
25,Cipunegara (CRA),Ls,20:36:00,
26,Haurgeulis (HGL),Ls,20:40:00,
27,Cilegeh (CLH),Ls,20:46:00,
28,Kadokangabus (KAB),Ls,20:51:00,
29,Terisi (TIS),Ls,20:55:00,
30,Telagasari (TLS),Ls,21:00:00,
31,Jatibarang (JTB),21:08:00,21:10:00,
32,Kertasemaya (KTM),Ls,21:17:00,
33,Arjawinangun (AWN),Ls,21:26:00,
34,Bangoduwa (BDW),Ls,21:30:00,
35,Cangkring (CNK),Ls,21:33:00,
36,Cirebon (CN),21:39:00,21:44:00,
37,Cirebon Prujakan (CNP),Ls,21:48:00,// KA 302 (KA 302 =)
38,Luwung (LWG),Ls,21:53:00,
39,Sindanglaut (SDU),Ls,21:57:00,
40,Ciledug (CLD),Ls,22:06:00,
41,Ketanggungan (KGG),Ls,22:15:00,
42,Larangan (LRA),Ls,22:20:00,
43,Songgom (SGG),Ls,22:24:00,
44,Prupuk (PPK),Ls,22:32:00,
45,Linggapura (LG),Ls,22:42:00,
46,Bumiayu (BMA),22:51:00,22:53:00,
47,Kretek (KRT),Ls,23:01:00,
48,Patuguran (PAT),Ls,23:07:00,
49,Karangsari (KRR),Ls,23:18:00,
50,Karanggandul (KGD),Ls,23:26:00,
51,Purwokerto (PWT),23:34:00,23:39:00,
52,Notog (NTG),Ls,23:47:00,
53,Kebasen (KBS),Ls,23:52:00,
54,Randegan (RDN),Ls,23:55:00,
55,Kroya (KYA),00:01:00,00:03:00,
56,Kemranjen (KJ),Ls,00:10:00,
57,Sumpiuh (SPH),Ls,00:13:00,
58,Tambak (TBK),Ls,00:16:00,
59,Ijo (IJ),Ls,00:19:00,
60,Gombong (GB),00:25:00,00:27:00,
61,Karanganyar (KA),Ls,00:34:00,
62,Sruweng (SRW),Ls,00:36:00,
63,Kebumen (KM),00:43:00,00:45:00,
64,Wonosari (WNS),Ls,00:50:00,
65,Kutowinangun (KWN),Ls,00:52:00,
66,Prembun (PRB),Ls,00:56:00,
67,Butuh (BTH),Ls,01:00:00,
68,Kutoarjo (KTA),01:05:00,01:08:00,
69,Jenar (JN),Ls,01:18:00,
70,Wojo (WJ),Ls,01:23:00,
71,Kedundang (KDG),Ls,01:27:00,
72,Wates (WT),01:33:00,01:35:00,
73,Sentolo (STL),Ls,01:44:00,
74,Rewulu (RWL),Ls,01:51:00,
75,Patukan (PTN),Ls,01:55:00,
76,Yogyakarta (YK),02:00:00,,
