No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,17:20:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,17:31:00,
6,Bekasi (BKS),17:43:00,17:45:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,17:51:00,// KA 5132 (KA 5132 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),18:00:00,18:02:00,
12,Lemahabang (LMB),Ls,18:06:00,
13,Kedunggedeh (KDH),Ls,18:13:00,
14,Karawang (KW),18:19:00,18:21:00,
15,Klari (KLI),Ls,18:27:00,
16,Kosambi (KOS),Ls,18:30:00,
17,Dawuan (DWN),Ls,18:35:00,
18,Cikampek (CKP),18:39:00,18:41:00,
19,Cibungur (CBR),Ls,18:50:00,
20,Sadang (SAD),Ls,-,
21,Purwakarta (PWK),19:01:00,19:03:00,
22,Ciganea (CA),Ls,19:12:00,
23,Sukatani (SUT),Ls,19:20:00,
24,Plered (PLD),Ls,19:25:00,
25,Cisomang (CG),Ls,-,
26,Cikadongdong (CD),Ls,19:39:00,
27,Rendeh (RH),Ls,19:43:00,
28,Maswati (MSI),Ls,19:48:00,
29,Sasaksaat (SKT),19:56:00,20:03:00,X KA 139 (KA 139 X)
30,Cilame (CLE),Ls,20:12:00,
31,Padalarang (PDL),Ls,20:20:00,
32,Gadobangkong (GK),Ls,-,
33,Cimahi (CMI),20:27:00,20:29:00,// KA 356 (KA 356 =)
34,Cimindi (CMD),Ls,20:33:00,
35,Andir (AND),Ls,20:35:00,
36,Bandung (BD),20:40:00,20:50:00,
37,Cikudapateuh (CTH),Ls,-,
38,Kiaracondong (KAC),21:00:00,21:09:00,
39,Gedebage (GDB),Ls,21:16:00,
40,Cimekar (CMK),Ls,-,
41,Rancaekek (RCK),Ls,21:22:00,
42,Haurpugur (HRP),Ls,21:26:00,
43,Cicalengka (CCL),Ls,21:29:00,
44,Nagreg (NG),Ls,21:44:00,
45,Lebakjero (LBJ),Ls,21:52:00,
46,Leles (LL),22:02:00,22:04:00,
47,Karangsari (KRAI),Ls,22:11:00,
48,Leuwigoong (LO),Ls,-,
49,Cibatu (CB),22:20:00,22:23:00,
50,Pasirjengkol (PSJ),Ls,22:31:00,
51,Wanaraja (WNR),Ls,22:38:00,
52,Garut (GRT),22:52:00,,
