No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,18:10:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),18:20:00,18:22:00,
6,Bekasi (BKS),18:34:00,18:36:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,18:42:00,// KA 6056 (KA 6056 =)
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),18:50:00,18:52:00,
12,Lemahabang (LMB),Ls,18:56:00,
13,Kedunggedeh (KDH),Ls,19:03:00,
14,Karawang (KW),Ls,19:07:00,
15,Klari (KLI),Ls,19:11:00,// KA 334 (KA 334 =)
16,Kosambi (KOS),Ls,19:13:00,
17,Dawuan (DWN),Ls,19:18:00,
18,Cikampek (CKP),Ls,19:21:00,
19,Tanjungrasa (TJS),Ls,19:28:00,
20,Pabuaran (PAB),Ls,19:31:00,
21,Pringkasap (PRI),Ls,19:34:00,
22,Pasirbungur (PAS),Ls,19:38:00,
23,Cikaum (CKM),Ls,19:42:00,
24,Pegadenbaru (PGB),Ls,19:47:00,// KA 302 (KA 302 =)
25,Cipunegara (CRA),Ls,19:52:00,
26,Haurgeulis (HGL),Ls,19:56:00,
27,Cilegeh (CLH),Ls,20:03:00,
28,Kadokangabus (KAB),Ls,20:08:00,
29,Terisi (TIS),Ls,20:12:00,
30,Telagasari (TLS),Ls,20:17:00,
31,Jatibarang (JTB),20:26:00,20:29:00,
32,Kertasemaya (KTM),Ls,20:36:00,
33,Arjawinangun (AWN),Ls,20:46:00,
34,Bangoduwa (BDW),Ls,20:50:00,
35,Cangkring (CNK),Ls,20:54:00,
36,Cirebon (CN),Ls,21:00:00,
37,Cirebon Prujakan (CNP),21:04:00,21:09:00,
38,Luwung (LWG),Ls,21:15:00,
39,Sindanglaut (SDU),Ls,21:19:00,
40,Ciledug (CLD),Ls,21:28:00,
41,Ketanggungan (KGG),Ls,21:37:00,
42,Larangan (LRA),Ls,21:42:00,
43,Songgom (SGG),Ls,21:45:00,
44,Prupuk (PPK),Ls,21:53:00,
45,Linggapura (LG),Ls,22:03:00,
46,Bumiayu (BMA),22:12:00,22:14:00,
47,Kretek (KRT),Ls,22:23:00,
48,Patuguran (PAT),Ls,22:29:00,
49,Karangsari (KRR),Ls,22:40:00,
50,Karanggandul (KGD),Ls,22:48:00,
51,Purwokerto (PWT),22:56:00,23:01:00,
52,Notog (NTG),Ls,23:09:00,
53,Kebasen (KBS),Ls,23:14:00,
54,Randegan (RDN),Ls,23:17:00,
55,Kroya (KYA),23:24:00,23:26:00,
56,Kemranjen (KJ),Ls,23:32:00,
57,Sumpiuh (SPH),Ls,23:35:00,
58,Tambak (TBK),Ls,23:38:00,
59,Ijo (IJ),Ls,23:41:00,
60,Gombong (GB),23:47:00,23:49:00,
61,Karanganyar (KA),Ls,23:56:00,
62,Sruweng (SRW),Ls,23:58:00,
63,Kebumen (KM),00:05:00,00:07:00,
64,Wonosari (WNS),Ls,00:12:00,
65,Kutowinangun (KWN),00:16:00,00:28:00,= KA 36 (KA 36 //)
66,Prembun (PRB),Ls,00:35:00,
67,Butuh (BTH),Ls,00:40:00,
68,Kutoarjo (KTA),00:45:00,00:48:00,
69,Jenar (JN),Ls,00:58:00,
70,Wojo (WJ),Ls,01:03:00,
71,Kedundang (KDG),Ls,01:07:00,
72,Wates (WT),01:12:00,01:14:00,
73,Sentolo (STL),Ls,01:23:00,
74,Rewulu (RWL),Ls,01:29:00,
75,Patukan (PTN),Ls,01:33:00,
76,Yogyakarta (YK),01:38:00,01:42:00,
77,Lempuyangan (LPN),01:47:00,,
