No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,07:35:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,07:47:00,
6,Bekasi (BKS),07:59:00,08:01:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,08:07:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),Ls,08:14:00,
12,Lemahabang (LMB),Ls,08:17:00,
13,Kedunggedeh (KDH),Ls,08:23:00,
14,Karawang (KW),08:28:00,08:36:00,= KA 46 (KA 46 //)
15,Klari (KLI),Ls,08:42:00,// KA 328 (KA 328 =)
16,Kosambi (KOS),Ls,08:44:00,
17,Dawuan (DWN),Ls,08:48:00,
18,Cikampek (CKP),08:52:00,08:54:00,
19,Tanjungrasa (TJS),Ls,09:02:00,
20,Pabuaran (PAB),Ls,09:05:00,
21,Pringkasap (PRI),Ls,09:08:00,
22,Pasirbungur (PAS),Ls,09:12:00,
23,Cikaum (CKM),Ls,09:15:00,
24,Pegadenbaru (PGB),Ls,09:20:00,
25,Cipunegara (CRA),Ls,09:24:00,
26,Haurgeulis (HGL),09:29:00,09:31:00,
27,Cilegeh (CLH),Ls,09:38:00,
28,Kadokangabus (KAB),Ls,09:43:00,
29,Terisi (TIS),09:48:00,09:50:00,
30,Telagasari (TLS),Ls,09:56:00,
31,Jatibarang (JTB),10:03:00,10:05:00,
32,Kertasemaya (KTM),Ls,10:11:00,
33,Arjawinangun (AWN),Ls,10:20:00,
34,Bangoduwa (BDW),Ls,10:23:00,
35,Cangkring (CNK),Ls,10:26:00,
36,Cirebon (CN),10:32:00,10:37:00,
37,Cirebon Prujakan (CNP),Ls,10:40:00,
38,Luwung (LWG),Ls,10:45:00,
39,Sindanglaut (SDU),Ls,10:49:00,
40,Ciledug (CLD),10:59:00,11:01:00,
41,Ketanggungan (KGG),Ls,11:11:00,
42,Larangan (LRA),Ls,11:16:00,
43,Songgom (SGG),Ls,11:20:00,
44,Prupuk (PPK),Ls,11:27:00,
45,Linggapura (LG),Ls,11:37:00,
46,Bumiayu (BMA),11:46:00,11:48:00,
47,Kretek (KRT),Ls,11:56:00,
48,Patuguran (PAT),Ls,12:02:00,
49,Karangsari (KRR),Ls,12:12:00,
50,Karanggandul (KGD),Ls,12:20:00,
51,Purwokerto (PWT),12:28:00,12:33:00,
52,Notog (NTG),Ls,12:41:00,
53,Kebasen (KBS),Ls,12:46:00,
54,Randegan (RDN),Ls,12:49:00,
55,Kroya (KYA),12:55:00,12:57:00,
56,Kemranjen (KJ),Ls,13:03:00,
57,Sumpiuh (SPH),Ls,13:06:00,
58,Tambak (TBK),Ls,13:09:00,
59,Ijo (IJ),Ls,13:12:00,
60,Gombong (GB),13:18:00,13:20:00,
61,Karanganyar (KA),Ls,13:27:00,
62,Sruweng (SRW),Ls,13:29:00,
63,Kebumen (KM),13:36:00,13:38:00,
64,Wonosari (WNS),Ls,13:43:00,
65,Kutowinangun (KWN),Ls,13:45:00,
66,Prembun (PRB),Ls,13:49:00,
67,Butuh (BTH),Ls,13:53:00,
68,Kutoarjo (KTA),13:58:00,14:18:00,= KA 16 (KA 16 //)
69,Jenar (JN),Ls,14:28:00,
70,Wojo (WJ),Ls,14:33:00,
71,Kedundang (KDG),Ls,14:37:00,
72,Wates (WT),14:43:00,14:45:00,
73,Sentolo (STL),Ls,14:54:00,
74,Rewulu (RWL),Ls,15:01:00,
75,Patukan (PTN),Ls,15:05:00,
76,Yogyakarta (YK),15:10:00,,
