No.,Stasiun,Datang,Berangkat,Keterangan
1,Lempuyangan (LPN),,08:15:00,
2,Yogyakarta (YK),08:19:00,08:23:00,
3,Patukan (PTN),Ls,08:28:00,
4,Rewulu (RWL),Ls,08:31:00,
5,Sentolo (STL),Ls,08:37:00,
6,Wates (WT),08:46:00,08:48:00,
7,Kedundang (KDG),Ls,08:54:00,
8,Wojo (WJ),Ls,08:58:00,
9,Jenar (JN),Ls,09:03:00,
10,Kutoarjo (KTA),09:14:00,09:17:00,
11,Butuh (BTH),Ls,09:22:00,
12,Prembun (PRB),Ls,09:26:00,
13,Kutowinangun (KWN),09:32:00,09:34:00,
14,Wonosari (WNS),Ls,09:38:00,
15,Kebumen (KM),09:42:00,09:44:00,
16,Sruweng (SRW),Ls,09:51:00,
17,Karanganyar (KA),Ls,09:53:00,
18,Gombong (GB),10:00:00,10:02:00,
19,Ijo (IJ),Ls,10:08:00,
20,Tambak (TBK),Ls,10:11:00,
21,Sumpiuh (SPH),Ls,10:14:00,
22,Kemranjen (KJ),Ls,10:17:00,
23,Kroya (KYA),10:23:00,10:26:00,
24,Randegan (RDN),Ls,10:33:00,
25,Kebasen (KBS),Ls,10:36:00,
26,Notog (NTG),Ls,10:41:00,
27,Purwokerto (PWT),10:49:00,10:54:00,
28,Karanggandul (KGD),Ls,11:03:00,
29,Karangsari (KRR),Ls,11:12:00,
30,Patuguran (PAT),Ls,11:23:00,
31,Kretek (KRT),Ls,11:29:00,
32,Bumiayu (BMA),11:38:00,12:05:00,= KA 13 (KA 13 //)
33,Linggapura (LG),Ls,12:14:00,
34,Prupuk (PPK),Ls,12:23:00,
35,Songgom (SGG),Ls,12:30:00,
36,Larangan (LRA),Ls,12:34:00,
37,Ketanggungan (KGG),Ls,12:39:00,
38,Ciledug (CLD),Ls,12:48:00,
39,Sindanglaut (SDU),Ls,12:57:00,
40,Luwung (LWG),Ls,13:01:00,
41,Cirebon Prujakan (CNP),13:07:00,13:13:00,
42,Cirebon (CN),Ls,13:17:00,
43,Cangkring (CNK),Ls,13:22:00,
44,Bangoduwa (BDW),Ls,13:25:00,
45,Arjawinangun (AWN),Ls,13:28:00,
46,Kertasemaya (KTM),Ls,13:37:00,
47,Jatibarang (JTB),13:43:00,13:45:00,
48,Telagasari (TLS),Ls,13:52:00,
49,Terisi (TIS),Ls,13:57:00,
50,Kadokangabus (KAB),Ls,14:01:00,
51,Cilegeh (CLH),Ls,14:06:00,
52,Haurgeulis (HGL),Ls,14:12:00,
53,Cipunegara (CRA),Ls,14:16:00,// KA 2703 (KA 2703 =)
54,Pegadenbaru (PGB),Ls,14:20:00,
55,Cikaum (CKM),Ls,14:25:00,
56,Pasirbungur (PAS),Ls,14:28:00,
57,Pringkasap (PRI),Ls,14:32:00,
58,Pabuaran (PAB),Ls,14:35:00,
59,Tanjungrasa (TJS),Ls,14:38:00,
60,Cikampek (CKP),Ls,14:45:00,
61,Dawuan (DWN),Ls,14:48:00,
62,Kosambi (KOS),Ls,14:52:00,
63,Klari (KLI),Ls,14:54:00,
64,Karawang (KW),Ls,14:58:00,
65,Kedunggedeh (KDH),Ls,15:02:00,
66,Lemahabang (LMB),Ls,15:08:00,
67,Cikarang (CKR),15:12:00,15:14:00,
68,Telaga Murni (TLM),Ls,-,
69,Cibitung (CIT),Ls,-,
70,Tambun (TB),Ls,15:21:00,// KA 6049 (KA 6049 =)
71,Bekasitimur (BKST),Ls,-,
72,Bekasi (BKS),15:27:00,15:29:00,
73,Jatinegara (JNG),15:41:00,15:43:00,
74,Pondokjati (POK),Ls,-,
75,Kramat (KMT),Ls,-,
76,Gangsentiong (GST),Ls,-,
77,Pasarsenen (PSE),15:53:00,,
