No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,06:30:00,
2,Semarang Poncol (SMC),06:36:00,06:40:00,// KA 2703 (KA 2703 =)
3,Jerakah (JRK),Ls,06:45:00,
4,Mangkang (MKG),Ls,06:49:00,
5,Kaliwungu (KLN),Ls,06:53:00,
6,Kalibodri (KBD),Ls,07:00:00,
7,Weleri (WLR),07:07:00,07:09:00,
8,Krengseng (KNS),Ls,07:13:00,
9,Plabuan (PLB),Ls,07:19:00,
10,Kuripan (KRP),Ls,07:24:00,
11,Ujungnegoro (UJN),Ls,07:32:00,
12,Batang (BTG),07:37:00,07:39:00,
13,Pekalongan (PK),07:49:00,07:51:00,
14,Sragi (SRI),Ls,07:59:00,
15,Comal (CO),Ls,08:02:00,
16,Petarukan (PTA),Ls,08:08:00,
17,Pemalang (PML),08:15:00,08:32:00,= KA 17 (KA 17 //)
18,Surodadi (SD),Ls,08:41:00,
19,Larangan (LR),Ls,08:47:00,
20,Tegal (TG),08:52:00,08:55:00,
21,Brebes (BB),09:04:00,09:06:00,
22,Tanjung (TGN),Ls,09:19:00,
23,Losari (LOS),Ls,09:24:00,
24,Babakan (BBK),Ls,09:29:00,
25,Waruduwur (WDW),Ls,09:36:00,
26,Cirebon Prujakan (CNP),09:44:00,09:50:00,
27,Cirebon (CN),Ls,09:54:00,
28,Cangkring (CNK),Ls,09:59:00,
29,Bangoduwa (BDW),Ls,10:02:00,
30,Arjawinangun (AWN),Ls,10:05:00,// KA 2501 (KA 2501 =)
31,Kertasemaya (KTM),Ls,10:14:00,
32,Jatibarang (JTB),10:20:00,10:22:00,
33,Telagasari (TLS),Ls,10:29:00,
34,Terisi (TIS),Ls,10:34:00,
35,Kadokangabus (KAB),Ls,10:38:00,
36,Cilegeh (CLH),Ls,10:43:00,
37,Haurgeulis (HGL),Ls,10:49:00,
38,Cipunegara (CRA),Ls,10:53:00,
39,Pegadenbaru (PGB),10:58:00,11:00:00,
40,Cikaum (CKM),Ls,11:06:00,
41,Pasirbungur (PAS),Ls,11:09:00,
42,Pringkasap (PRI),Ls,11:13:00,
43,Pabuaran (PAB),Ls,11:16:00,
44,Tanjungrasa (TJS),Ls,11:19:00,
45,Cikampek (CKP),Ls,11:26:00,
46,Dawuan (DWN),Ls,11:29:00,
47,Kosambi (KOS),Ls,11:33:00,
48,Klari (KLI),Ls,11:35:00,
49,Karawang (KW),Ls,11:39:00,// KA 329 (KA 329 =)
50,Kedunggedeh (KDH),Ls,11:43:00,
51,Lemahabang (LMB),Ls,11:49:00,
52,Cikarang (CKR),Ls,11:52:00,
53,Telaga Murni (TLM),Ls,-,
54,Cibitung (CIT),Ls,-,
55,Tambun (TB),Ls,11:59:00,// KA 5541 (KA 5541 =)
56,Bekasitimur (BKST),Ls,-,
57,Bekasi (BKS),12:05:00,12:07:00,
58,Jatinegara (JNG),12:19:00,12:21:00,
59,Pondokjati (POK),Ls,-,
60,Kramat (KMT),Ls,-,
61,Gangsentiong (GST),Ls,-,
62,Pasarsenen (PSE),12:31:00,,
