No.,Stasiun,Datang,Berangkat,Keterangan
1,Kroya (KYA),13:50:00,14:10:00,
2,Randegan (RDN),Ls,14:17:00,
3,Kebasen (KBS),Ls,14:20:00,
4,Notog (NTG),Ls,14:25:00,
5,Purwokerto (PWT),14:33:00,14:40:00,
6,Karanggandul (KGD),Ls,14:48:00,
7,Karangsari (KRR),Ls,14:56:00,
8,Patuguran (PAT),Ls,15:07:00,
9,Kretek (KRT),Ls,15:13:00,
10,Bumiayu (BMA),15:21:00,15:23:00,
11,Linggapura (LG),Ls,15:32:00,
12,Prupuk (PPK),15:43:00,15:45:00,
13,Margasari (MGS),Ls,-,
14,Balapulang (BLP),Ls,-,
15,Slawi (SLW),16:11:00,16:13:00,
16,Tegal (TG),16:30:00,16:36:00,"PERJALANANNYA DITERUSKAN OLEH 
KA 196"
