No.,Stasiun,Datang,Berangkat,Keterangan
1,Malang (ML),,16:50:00,
2,Malangkotalama (MLK),16:56:00,16:58:00,(KA 296 X)
3,Pakisaji (PSI),Ls,17:09:00,X KA 170 (KA 170 X)
4,Kepanjen (KPN),17:19:00,17:22:00,
5,Ngebruk (NB),Ls,17:31:00,
6,Sumberpucung (SBP),Ls,17:36:00,
7,Pogajih (PGJ),Ls,17:45:00,
8,Kesamben (KSB),Ls,17:53:00,
9,Wlingi (WG),18:04:00,18:06:00,X KA 406 (KA 406 X)
10,Talun (TAL),Ls,18:11:00,
11,Garum (GRM),Ls,18:18:00,
12,Blitar (BL),18:26:00,18:29:00,
13,Rejotangan (RJ),Ls,18:38:00,
14,Ngunut (NT),Ls,18:42:00,// KA 301 (KA 301 =)
15,Sumbergempol (SBL),Ls,18:46:00,
16,Tulungagung (TA),18:50:00,18:52:00,
17,Ngujang (NJG),Ls,18:58:00,
18,Kras (KRS),Ls,19:02:00,
19,Ngadiluwih (NDL),Ls,19:06:00,"X KA 408 (KA 408 X) 
// KA 429 (KA 429 =)"
20,Kediri (KD),19:12:00,19:14:00,
21,Susuhan (SS),Ls,19:19:00,
22,Minggiran (MGN),Ls,19:22:00,
23,Papar (PPR),Ls,19:25:00,
24,Purwoasri (PWA),Ls,19:28:00,
25,Kertosono (KTS),19:34:00,19:36:00,
26,Baron (BRN),Ls,19:42:00,
27,Sukomoro (SKM),Ls,19:49:00,
28,Nganjuk (NJ),19:54:00,19:56:00,
29,Bagor (BGR),Ls,20:02:00,
30,Saradan (SRD),Ls,20:12:00,
31,Caruban (CRB),Ls,20:17:00,// KA 273 (KA 273 =)
32,Babadan (BBD),Ls,20:23:00,
33,Madiun (MN),20:29:00,20:35:00,
34,Magetan (MAG),Ls,20:43:00,
35,Geneng (GG),Ls,20:48:00,
36,Ngawi (NGW),20:54:00,20:57:00,
37,Kedunggalar (KG),Ls,21:04:00,
38,Walikukun (WK),Ls,21:10:00,
39,Kedungbanteng (KDB),Ls,21:18:00,
40,Kebonromo (KRO),Ls,21:22:00,
41,Sragen (SR),21:27:00,21:29:00,
42,Masaran (MSR),Ls,21:36:00,
43,Kemiri (KMR),Ls,21:41:00,
44,Palur (PL),Ls,21:44:00,
45,Solojebres (SK),Ls,21:47:00,
46,Solobalapan (SLO),21:51:00,21:54:00,
47,Purwosari (PWS),Ls,21:58:00,
48,Gawok (GW),Ls,22:02:00,
49,Delanggu (DL),Ls,22:05:00,
50,Ceper (CE),Ls,22:09:00,
51,Klaten (KT),Ls,22:15:00,
52,Srowot (SWT),Ls,22:19:00,
53,Brambanan (BBN),Ls,22:23:00,
54,Maguwo (MGW),Ls,22:28:00,
55,Lempuyangan (LPN),Ls,22:32:00,
56,Yogyakarta (YK),22:36:00,22:41:00,
57,Patukan (PTN),Ls,22:46:00,
58,Rewulu (RWL),Ls,22:49:00,
59,Sentolo (STL),Ls,22:56:00,
60,Wates (WT),Ls,23:04:00,
61,Kedundang (KDG),Ls,23:09:00,
62,Wojo (WJ),Ls,23:14:00,
63,Jenar (JN),Ls,23:19:00,
64,Kutoarjo (KTA),23:29:00,23:34:00,
65,Butuh (BTH),Ls,23:39:00,
66,Prembun (PRB),Ls,23:43:00,
67,Kutowinangun (KWN),Ls,23:47:00,
68,Wonosari (WNS),Ls,23:49:00,
69,Kebumen (KM),23:54:00,23:56:00,
70,Sruweng (SRW),Ls,00:03:00,
71,Karanganyar (KA),Ls,00:05:00,
72,Gombong (GB),00:12:00,00:14:00,
73,Ijo (IJ),Ls,00:21:00,
74,Tambak (TBK),Ls,00:24:00,
75,Sumpiuh (SPH),Ls,00:27:00,
76,Kemranjen (KJ),Ls,00:30:00,
77,Kroya (KYA),00:37:00,00:43:00,X KA 72
78,Sikampuh (SKP),Ls,00:49:00,
79,Maos (MA),00:54:00,00:57:00,X KA 2750FF JJ (KA 2750F X)
80,Kasugihan (KH),Ls,01:00:00,
81,Lebeng (LBG),Ls,01:03:00,
82,Jeruklegi (JRL),Ls,01:07:00,
83,Kawunganten (KWG),Ls,01:18:00,
84,Gandrungmangun (GDM),Ls,01:24:00,X KA 292 (KA 292 X)
85,Sidareja (SDR),01:31:00,01:33:00,
86,Cipari (CPI),Ls,01:40:00,
87,Meluwung (MLW),Ls,01:45:00,
88,Langen (LN),Ls,01:51:00,
89,Banjar (BJR),01:59:00,02:04:00,
90,Karangpucung (KNP),Ls,02:10:00,
91,Bojong (BJG),Ls,02:18:00,X KA 274 (KA 274 X)
92,Ciamis (CI),02:27:00,02:29:00,
93,Manonjaya (MNJ),Ls,02:43:00,
94,Awipari (AW),Ls,02:46:00,X KA 288 (KA 288 X)
95,Tasikmalaya (TSM),02:53:00,02:56:00,
