No.,Stasiun,Datang,Berangkat,Keterangan
1,Solobalapan (SLO),,18:55:00,
2,Purwosari (PWS),Ls,18:59:00,
3,Gawok (GW),Ls,19:03:00,
4,Delanggu (DL),Ls,19:07:00,
5,Ceper (CE),Ls,19:10:30,
6,Klaten (KT),19:17:00,19:19:00,
7,Srowot (SWT),Ls,19:25:00,
8,Brambanan (BBN),Ls,19:30:00,
9,Maguwo (MGW),Ls,19:35:00,
10,Lempuyangan (LPN),Ls,19:39:00,
11,Yogyakarta (YK),19:42:00,19:47:00,
12,Patukan (PTN),Ls,19:52:00,
13,Rewulu (RWL),Ls,19:55:00,
14,Sentolo (STL),Ls,20:01:00,
15,Wates (WT),20:10:00,20:12:00,
16,Kedundang (KDG),Ls,20:18:00,
17,Wojo (WJ),Ls,20:22:00,
18,Jenar (JN),Ls,20:27:00,
19,Kutoarjo (KTA),20:37:00,20:40:00,
20,Butuh (BTH),Ls,20:45:00,
21,Prembun (PRB),Ls,20:49:00,
22,Kutowinangun (KWN),Ls,20:53:00,
23,Wonosari (WNS),Ls,20:55:00,
24,Kebumen (KM),21:00:00,21:02:00,
25,Sruweng (SRW),Ls,21:09:00,
26,Karanganyar (KA),21:13:00,21:15:00,
27,Gombong (GB),Ls,21:22:00,
28,Ijo (IJ),Ls,21:26:00,
29,Tambak (TBK),Ls,21:29:00,
30,Sumpiuh (SPH),21:33:00,21:35:00,
31,Kemranjen (KJ),Ls,21:39:00,
32,Kroya (KYA),21:45:00,21:47:00,
33,Randegan (RDN),Ls,21:54:00,
34,Kebasen (KBS),Ls,21:57:00,
35,Notog (NTG),Ls,22:02:00,
36,Purwokerto (PWT),22:10:00,22:15:00,
37,Karanggandul (KGD),Ls,22:23:00,
38,Karangsari (KRR),Ls,22:32:00,
39,Patuguran (PAT),Ls,22:43:00,
40,Kretek (KRT),Ls,22:49:00,
41,Bumiayu (BMA),Ls,22:56:00,
42,Linggapura (LG),Ls,23:04:00,
43,Prupuk (PPK),Ls,23:14:00,
44,Songgom (SGG),Ls,23:21:00,
45,Larangan (LRA),Ls,23:24:00,
46,Ketanggungan (KGG),Ls,23:29:00,
47,Ciledug (CLD),Ls,23:38:00,
48,Sindanglaut (SDU),Ls,23:47:00,
49,Luwung (LWG),Ls,23:51:00,
50,Cirebon Prujakan (CNP),Ls,23:56:00,
51,Cirebon (CN),23:59:00,00:04:00,
52,Cangkring (CNK),Ls,00:10:00,
53,Bangoduwa (BDW),Ls,00:13:00,
54,Arjawinangun (AWN),Ls,00:16:00,
55,Kertasemaya (KTM),Ls,00:25:00,
56,Jatibarang (JTB),00:31:00,00:33:00,
57,Telagasari (TLS),Ls,00:40:00,
58,Terisi (TIS),Ls,00:45:00,
59,Kadokangabus (KAB),Ls,00:49:00,
60,Cilegeh (CLH),Ls,00:54:00,
61,Haurgeulis (HGL),01:01:00,01:03:00,
62,Cipunegara (CRA),Ls,01:08:00,
63,Pegadenbaru (PGB),Ls,01:13:00,
64,Cikaum (CKM),Ls,01:18:00,
65,Pasirbungur (PAS),Ls,01:21:00,
66,Pringkasap (PRI),Ls,01:25:00,
67,Pabuaran (PAB),Ls,01:28:00,
68,Tanjungrasa (TJS),Ls,01:31:00,
69,Cikampek (CKP),Ls,01:38:00,
70,Dawuan (DWN),Ls,01:41:00,
71,Kosambi (KOS),Ls,01:45:00,
72,Klari (KLI),Ls,01:47:00,
73,Karawang (KW),01:52:00,01:54:00,
74,Kedunggedeh (KDH),Ls,01:59:00,
75,Lemahabang (LMB),Ls,02:05:00,
76,Cikarang (CKR),Ls,02:08:00,
77,Telaga Murni (TLM),Ls,-,
78,Cibitung (CIT),Ls,-,
79,Tambun (TB),Ls,02:15:00,
80,Bekasitimur (BKST),Ls,-,
81,Bekasi (BKS),02:21:00,02:23:00,
82,Jatinegara (JNG),02:35:00,02:37:00,
83,Pondokjati (POK),Ls,-,
84,Kramat (KMT),Ls,-,
85,Gangsentiong (GST),Ls,-,
86,Pasarsenen (PSE),02:47:00,,
