No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,21:15:00,
2,Alastua (ATA),Ls,21:23:00,
3,Brumbung (BBG),21:30:00,21:32:00,
4,Tanggung (TGG),Ls,21:42:00,
5,Kedungjati (KEJ),Ls,21:50:00,
6,Padas (PDS),Ls,21:54:00,
7,Telawa (TW),22:05:00,22:11:00,X KA 37 (KA 37 X)
8,Karangsono (KSO),Ls,22:21:00,
9,Gundih (GD),22:32:00,22:35:00,
10,Goprak (GPK),Ls,22:41:00,
11,Sumberlawang (SUM),Ls,22:47:00,X KA 237F JJ (KA 237F JJ X)
12,Salem (SLM),22:55:00,22:57:00,
13,Kalioso (KO),Ls,23:04:00,
14,Kadipiro (KDO),Ls,23:10:00,
15,Solobalapan (SLO),23:17:00,,(KA 245 X)
