No.,Stasiun,Datang,Berangkat,Keterangan
1,Purwokerto (PWT),,05:30:00,
2,Karanggandul (KGD),Ls,05:38:00,
3,Karangsari (KRR),Ls,05:47:00,
4,Patuguran (PAT),Ls,05:58:00,
5,Kretek (KRT),Ls,06:04:00,
6,Bumiayu (BMA),06:12:00,06:14:00,
7,Linggapura (LG),Ls,06:23:00,
8,Prupuk (PPK),Ls,06:33:00,
9,Songgom (SGG),Ls,06:40:00,
10,Larangan (LRA),Ls,06:43:00,
11,Ketanggungan (KGG),06:49:00,06:51:00,
12,Ciledug (CLD),07:02:00,07:04:00,
13,Sindanglaut (SDU),Ls,07:14:00,
14,Luwung (LWG),Ls,07:18:00,
15,Cirebon Prujakan (CNP),Ls,07:23:00,
16,Cirebon (CN),07:26:00,07:36:00,
17,Cangkring (CNK),Ls,07:43:00,
18,Bangoduwa (BDW),Ls,07:46:00,
19,Arjawinangun (AWN),Ls,07:49:00,// KA 2525 (KA 2525 =)
20,Kertasemaya (KTM),Ls,07:58:00,
21,Jatibarang (JTB),08:04:00,08:06:00,
22,Telagasari (TLS),Ls,08:13:00,
23,Terisi (TIS),Ls,08:18:00,
24,Kadokangabus (KAB),Ls,08:22:00,
25,Cilegeh (CLH),Ls,08:27:00,
26,Haurgeulis (HGL),08:34:00,08:36:00,
27,Cipunegara (CRA),Ls,08:41:00,// KA 2535F JJ (KA 2535F JJ =)
28,Pegadenbaru (PGB),08:46:00,08:48:00,
29,Cikaum (CKM),Ls,08:55:00,
30,Pasirbungur (PAS),Ls,08:58:00,
31,Pringkasap (PRI),Ls,09:02:00,
32,Pabuaran (PAB),Ls,09:05:00,
33,Tanjungrasa (TJS),Ls,09:08:00,
34,Cikampek (CKP),09:15:00,09:17:00,
35,Dawuan (DWN),Ls,09:21:00,
36,Kosambi (KOS),Ls,09:25:00,
37,Klari (KLI),Ls,09:27:00,
38,Karawang (KW),Ls,09:31:00,
39,Kedunggedeh (KDH),Ls,09:35:00,
40,Lemahabang (LMB),Ls,09:40:00,
41,Cikarang (CKR),Ls,09:43:00,
42,Telaga Murni (TLM),Ls,-,
43,Cibitung (CIT),Ls,-,
44,Tambun (TB),Ls,09:49:00,
45,Bekasitimur (BKST),Ls,-,
46,Bekasi (BKS),09:55:00,09:57:00,
47,Jatinegara (JNG),10:08:00,10:10:00,
48,Matraman (MTR),Ls,-,
49,Manggarai (MRI),Ls,10:15:00,
50,Cikini (CKI),Ls,-,
51,Gondangdia (GDD),Ls,-,
52,Gambir (GMR),10:24:00,,
