No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,08:10:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),08:19:00,08:21:00,
6,Bekasi (BKS),08:33:00,08:35:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,08:41:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),Ls,08:49:00,
12,Lemahabang (LMB),Ls,08:52:00,
13,Kedunggedeh (KDH),Ls,08:58:00,
14,Karawang (KW),09:03:00,09:11:00,= KA 2 (KA 2 //)
15,Klari (KLI),Ls,09:17:00,
16,Kosambi (KOS),Ls,09:20:00,
17,Dawuan (DWN),Ls,09:25:00,
18,Cikampek (CKP),Ls,09:28:00,
19,Tanjungrasa (TJS),Ls,09:35:00,
20,Pabuaran (PAB),Ls,09:39:00,
21,Pringkasap (PRI),Ls,09:43:00,
22,Pasirbungur (PAS),Ls,09:47:00,
23,Cikaum (CKM),Ls,09:51:00,
24,Pegadenbaru (PGB),09:59:00,10:01:00,
25,Cipunegara (CRA),Ls,10:07:00,
26,Haurgeulis (HGL),10:14:00,10:29:00,= KA 16 (KA 16 //)
27,Cilegeh (CLH),Ls,10:37:00,
28,Kadokangabus (KAB),Ls,10:43:00,
29,Terisi (TIS),Ls,10:47:00,
30,Telagasari (TLS),Ls,10:53:00,
31,Jatibarang (JTB),Ls,11:00:00,
32,Kertasemaya (KTM),Ls,11:06:00,
33,Arjawinangun (AWN),Ls,11:17:00,
34,Bangoduwa (BDW),Ls,11:21:00,
35,Cangkring (CNK),Ls,11:25:00,
36,Cirebon (CN),Ls,11:31:00,
37,Cirebon Prujakan (CNP),11:35:00,11:40:00,
38,Waruduwur (WDW),Ls,11:48:00,
39,Babakan (BBK),11:59:00,12:01:00,
40,Losari (LOS),Ls,12:08:00,
41,Tanjung (TGN),12:16:00,12:36:00,= KA 118 (KA 118 //)
42,Brebes (BB),12:53:00,12:55:00,
43,Tegal (TG),13:06:00,13:09:00,
44,Larangan (LR),Ls,13:15:00,
45,Surodadi (SD),Ls,13:22:00,
46,Pemalang (PML),Ls,13:31:00,
47,Petarukan (PTA),Ls,13:36:00,
48,Comal (CO),Ls,13:43:00,
49,Sragi (SRI),Ls,13:46:00,
50,Pekalongan (PK),13:56:00,13:59:00,
51,Batang (BTG),Ls,14:08:00,
52,Ujungnegoro (UJN),Ls,14:12:00,
53,Kuripan (KRP),Ls,14:20:00,
54,Plabuan (PLB),Ls,14:25:00,
55,Krengseng (KNS),Ls,14:32:00,
56,Weleri (WLR),14:38:00,14:40:00,
57,Kalibodri (KBD),Ls,14:48:00,
58,Kaliwungu (KLN),Ls,14:57:00,
59,Mangkang (MKG),Ls,15:01:00,
60,Jerakah (JRK),Ls,15:06:00,
61,Semarang Poncol (SMC),15:12:00,15:36:00,= KA 40 (KA 40 //)
62,Semarang Tawang (SMT),Ls,15:42:00,
63,Alastua (ATA),Ls,15:50:00,
64,Brumbung (BBG),Ls,15:55:00,
65,Tegowanu (TGW),Ls,16:02:00,
66,Gubug (GUB),Ls,16:07:00,
67,Karangjati (KGT),Ls,16:16:00,
68,Sedadi (SDI),Ls,16:22:00,
69,Ngrombo (NBO),16:28:00,16:30:00,
70,Gambringan (GBN),Ls,16:33:00,
71,Jambon (JBN),Ls,16:42:00,
72,Panunggalan (PNL),Ls,16:46:00,
73,Kradenan (KNN),Ls,16:53:00,// KA 2510 (KA 2510 =)
74,Sulur (SL),Ls,16:59:00,
75,Doplang (DPL),Ls,17:04:00,
76,Randublatung (RBG),Ls,17:15:00,
77,Wadu (WDU),Ls,17:23:00,
78,Kapuan (KPA),Ls,17:28:00,
79,Cepu (CU),17:34:00,17:37:00,
80,Tobo (TBO),Ls,17:45:00,
81,Kalitidu (KIT),Ls,17:54:00,
82,Bojonegoro (BJ),18:06:00,18:09:00,
83,Kapas (KPS),Ls,18:16:00,
84,Sumberrejo (SRJ),Ls,18:22:00,
85,Bowerno (BWO),Ls,18:30:00,
86,Babat (BBT),18:38:00,18:41:00,
87,Gembong (GEB),Ls,18:46:00,
88,Pucuk (PC),Ls,18:50:00,
89,Surabayan (SBN),Ls,18:57:00,
90,Lamongan (LMG),19:04:00,19:06:00,
91,Duduk (DD),Ls,19:15:00,
92,Cerme (CME),Ls,19:22:00,
93,Benowo (BNW),Ls,19:26:00,
94,Kandangan (KDA),Ls,19:30:00,
95,Tandes (TES),Ls,19:32:00,
96,Surabaya Pasarturi (SBI),19:38:00,,
