No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,19:25:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,19:35:00,
6,Bekasi (BKS),19:47:00,19:49:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,19:55:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),20:05:00,20:11:00,= KA 42 (KA 42 //)
12,Lemahabang (LMB),Ls,20:15:00,
13,Kedunggedeh (KDH),Ls,20:22:00,
14,Karawang (KW),20:28:00,20:30:00,
15,Klari (KLI),Ls,20:36:00,
16,Kosambi (KOS),Ls,20:39:00,
17,Dawuan (DWN),Ls,20:44:00,
18,Cikampek (CKP),20:48:00,20:51:00,
19,Cibungur (CBR),Ls,21:01:00,
20,Sadang (SAD),Ls,-,
21,Purwakarta (PWK),21:11:00,21:13:00,
22,Ciganea (CA),Ls,21:23:00,
23,Sukatani (SUT),Ls,21:32:00,
24,Plered (PLD),Ls,21:37:00,
25,Cisomang (CG),Ls,-,
26,Cikadongdong (CD),Ls,21:51:00,
27,Rendeh (RH),Ls,21:55:00,
28,Maswati (MSI),Ls,22:00:00,
29,Sasaksaat (SKT),22:07:00,22:18:00,X KA 97 (KA 97 X)
30,Cilame (CLE),22:28:00,22:38:00,X KA 127 (KA 127 X)
31,Padalarang (PDL),Ls,22:47:00,
32,Gadobangkong (GK),Ls,-,
33,Cimahi (CMI),22:54:00,22:56:00,
34,Cimindi (CMD),Ls,23:00:00,
35,Andir (AND),Ls,23:02:00,
36,Bandung (BD),23:07:00,23:16:00,
37,Cikudapateuh (CTH),Ls,-,
38,Kiaracondong (KAC),23:26:00,23:31:00,
39,Gedebage (GDB),Ls,23:39:00,
40,Cimekar (CMK),Ls,-,
41,Rancaekek (RCK),Ls,23:45:00,
42,Haurpugur (HRP),Ls,23:49:00,
43,Cicalengka (CCL),Ls,23:52:00,
44,Nagreg (NG),Ls,00:05:00,
45,Lebakjero (LBJ),Ls,00:13:00,
46,Leles (LL),00:23:00,00:26:00,
47,Karangsari (KRAI),Ls,00:32:00,
48,Leuwigoong (LO),Ls,-,
49,Cibatu (CB),00:41:00,00:47:00,X KA 205F JJ (KA 205F JJ X)
50,Warungbandrek (WB),Ls,00:56:00,
51,Bumiwaluya (BMW),Ls,01:09:00,
52,Cipeundeuy (CPD),01:20:00,01:33:00,X KA 79 (KA 79 X)
53,Cirahayu (CAA),Ls,01:46:00,
54,Ciawi (CAW),Ls,01:54:00,
55,Rajapolah (RJP),Ls,02:03:00,
56,Indihiang (IH),Ls,02:10:00,
57,Tasikmalaya (TSM),02:16:00,02:31:00,X KA 71 (KA 71 X)
58,Awipari (AW),02:40:00,02:50:00,X KA 67 (KA 67 X)
59,Manonjaya (MNJ),Ls,02:55:00,
60,Ciamis (CI),03:07:00,03:11:00,X KA 11 (KA 11 X)
61,Bojong (BJG),Ls,03:20:00,
62,Karangpucung (KNP),Ls,03:28:00,
63,Banjar (BJR),03:35:00,03:41:00,X KA 273 (KA 273 X)
64,Langen (LN),Ls,03:50:00,
65,Meluwung (MLW),Ls,03:57:00,
66,Cipari (CPI),Ls,04:04:00,
67,Sidareja (SDR),04:11:00,04:13:00,
68,Gandrungmangun (GDM),04:21:00,04:23:00,
69,Kawunganten (KWG),Ls,04:31:00,
70,Jeruklegi (JRL),04:44:00,04:46:00,X KA 305 (KA 305 X)
71,Lebeng (LBG),Ls,04:53:00,
72,Kasugihan (KH),Ls,04:57:00,
73,Maos (MA),05:00:00,05:02:00,
74,Sikampuh (SKP),Ls,05:08:00,
75,Kroya (KYA),05:15:00,05:35:00,(KA 2711 X)
