No.,Stasiun,Datang,Berangkat,Keterangan
1,Solobalapan (SLO),,22:35:00,
2,Purwosari (PWS),Ls,22:39:00,
3,Gawok (GW),Ls,22:43:00,
4,Delanggu (DL),Ls,22:46:00,
5,Ceper (CE),Ls,22:50:00,
6,Klaten (KT),22:57:00,22:59:00,
7,Srowot (SWT),Ls,23:04:00,
8,Brambanan (BBN),Ls,23:07:30,
9,Maguwo (MGW),Ls,23:12:00,
10,Lempuyangan (LPN),Ls,23:16:00,
11,Yogyakarta (YK),23:20:00,23:25:00,
12,Patukan (PTN),Ls,23:30:00,
13,Rewulu (RWL),Ls,23:33:00,
14,Sentolo (STL),Ls,23:40:00,
15,Wates (WT),Ls,23:48:00,
16,Kedundang (KDG),Ls,23:52:00,
17,Wojo (WJ),Ls,23:56:00,
18,Jenar (JN),Ls,00:02:00,
19,Kutoarjo (KTA),00:12:00,00:19:00,
20,Butuh (BTH),Ls,00:25:00,
21,Prembun (PRB),Ls,00:29:00,
22,Kutowinangun (KWN),Ls,00:33:30,
23,Wonosari (WNS),Ls,00:36:00,
24,Kebumen (KM),00:41:00,00:44:00,
25,Sruweng (SRW),Ls,00:51:00,
26,Karanganyar (KA),Ls,00:53:00,
27,Gombong (GB),Ls,00:58:00,
28,Ijo (IJ),Ls,01:03:00,
29,Tambak (TBK),Ls,01:06:00,
30,Sumpiuh (SPH),Ls,01:09:00,
31,Kemranjen (KJ),Ls,01:12:00,
32,Kroya (KYA),01:19:00,01:22:00,
33,Randegan (RDN),Ls,01:29:00,
34,Kebasen (KBS),Ls,01:32:00,
35,Notog (NTG),Ls,01:37:00,
36,Purwokerto (PWT),01:46:00,01:53:00,
37,Karanggandul (KGD),Ls,02:01:00,
38,Karangsari (KRR),Ls,02:10:00,
39,Patuguran (PAT),Ls,02:21:00,
40,Kretek (KRT),Ls,02:27:00,
41,Bumiayu (BMA),Ls,02:34:00,
42,Linggapura (LG),Ls,02:41:00,
43,Prupuk (PPK),Ls,02:51:00,
44,Songgom (SGG),Ls,02:59:00,
45,Larangan (LRA),Ls,03:03:00,
46,Ketanggungan (KGG),Ls,03:09:00,
47,Ciledug (CLD),Ls,03:18:00,
48,Sindanglaut (SDU),Ls,03:27:00,
49,Luwung (LWG),Ls,03:32:00,
50,Cirebon Prujakan (CNP),Ls,03:37:00,
51,Cirebon (CN),03:41:00,03:46:00,
52,Cangkring (CNK),Ls,03:53:00,
53,Bangoduwa (BDW),Ls,03:56:00,
54,Arjawinangun (AWN),Ls,04:00:00,
55,Kertasemaya (KTM),Ls,04:09:00,
56,Jatibarang (JTB),Ls,04:15:00,
57,Telagasari (TLS),Ls,04:22:00,
58,Terisi (TIS),Ls,04:27:00,
59,Kadokangabus (KAB),Ls,04:31:00,
60,Cilegeh (CLH),Ls,04:36:00,
61,Haurgeulis (HGL),Ls,04:42:00,
62,Cipunegara (CRA),Ls,04:46:00,
63,Pegadenbaru (PGB),Ls,04:51:00,
64,Cikaum (CKM),Ls,04:56:00,
65,Pasirbungur (PAS),Ls,05:00:00,
66,Pringkasap (PRI),Ls,05:04:00,
67,Pabuaran (PAB),Ls,05:08:00,
68,Tanjungrasa (TJS),Ls,05:11:00,
69,Cikampek (CKP),Ls,05:18:00,
70,Dawuan (DWN),Ls,05:21:00,
71,Kosambi (KOS),Ls,05:25:00,
72,Klari (KLI),Ls,05:27:00,
73,Karawang (KW),Ls,05:32:00,
74,Kedunggedeh (KDH),Ls,05:36:00,
75,Lemahabang (LMB),Ls,05:43:00,
76,Cikarang (CKR),Ls,05:46:00,
77,Telaga Murni (TLM),Ls,-,
78,Cibitung (CIT),Ls,-,
79,Tambun (TB),Ls,05:54:00,
80,Bekasitimur (BKST),Ls,-,
81,Bekasi (BKS),06:01:00,06:03:00,
82,Jatinegara (JNG),06:16:00,06:18:00,
83,Matraman (MTR),Ls,-,
84,Manggarai (MRI),Ls,06:24:00,
85,Cikini (CKI),Ls,-,
86,Gondangdia (GDD),Ls,-,
87,Gambir (GMR),06:33:00,,
