No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,10:50:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,10:59:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),Ls,11:04:00,
7,Bekasi (BKS),11:16:00,11:18:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,11:24:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,11:31:00,
13,Lemahabang (LMB),Ls,11:34:00,
14,Kedunggedeh (KDH),Ls,11:40:00,
15,Karawang (KW),Ls,11:44:00,
16,Klari (KLI),Ls,11:48:00,
17,Kosambi (KOS),Ls,11:50:00,
18,Dawuan (DWN),Ls,11:54:00,
19,Cikampek (CKP),11:58:00,12:00:00,
20,Tanjungrasa (TJS),Ls,12:08:00,
21,Pabuaran (PAB),Ls,12:11:00,
22,Pringkasap (PRI),Ls,12:14:00,
23,Pasirbungur (PAS),Ls,12:18:00,
24,Cikaum (CKM),Ls,12:21:00,
25,Pegadenbaru (PGB),Ls,12:26:00,
26,Cipunegara (CRA),Ls,12:31:00,
27,Haurgeulis (HGL),12:36:00,12:50:00,= KA 100 (KA 100 //)
28,Cilegeh (CLH),Ls,12:58:00,
29,Kadokangabus (KAB),Ls,13:03:00,
30,Terisi (TIS),Ls,13:07:00,
31,Telagasari (TLS),Ls,13:12:00,
32,Jatibarang (JTB),13:19:00,13:21:00,
33,Kertasemaya (KTM),Ls,13:27:00,
34,Arjawinangun (AWN),Ls,13:36:00,
35,Bangoduwa (BDW),Ls,13:39:00,
36,Cangkring (CNK),Ls,13:43:00,
37,Cirebon (CN),13:50:00,,
