No.,Stasiun,Datang,Berangkat,Keterangan
1,Ketapang (KTG),,07:15:00,
2,Argopuro (AGO),Ls,07:22:00,
3,Banyuwangi Kota (BWI),07:29:00,07:33:00,X KA 491 (KA 491 X)
4,Rogojampi (RGP),07:45:00,07:47:00,
5,Singojuruh (SGJ),Ls,07:54:00,
6,Temuguruh (TGR),07:59:00,08:01:00,
7,Kalisetail (KSL),08:10:00,08:12:00,
8,Sumberwadung (SWD),Ls,08:17:00,
9,Glenmore (GLM),Ls,08:22:00,
10,Kalibaru (KBR),08:30:00,08:32:00,
11,Mrawan (MRW),Ls,08:42:00,
12,Garahan (GRN),Ls,08:54:00,
13,Sempolan (SPL),Ls,08:58:00,
14,Ledokombo (LDO),Ls,09:07:00,
15,Kalisat (KLT),09:17:00,09:19:00,
16,Kotok (KTK),Ls,09:27:00,
17,Arjasa (AJ),Ls,09:31:00,
18,Jember (JR),09:39:00,09:44:00,
19,Mangli (MI),Ls,09:50:00,
20,Rambipuji (RBP),09:55:00,09:59:00,X KA 297 (KA 297 X)
21,Bangsalsari (BSS),Ls,10:06:00,
22,Tanggul (TGL),10:15:00,10:17:00,
23,Jatiroto (JTR),Ls,10:26:00,
24,Randuagung (RDA),Ls,10:34:00,
25,Klakah (KK),Ls,10:44:00,
26,Ranuyoso (RN),Ls,10:48:00,
27,Malasan (MLS),10:55:00,11:02:00,X KA 239F JJ (KA 239F JJ X)
28,Leces (LEC),Ls,11:12:00,
29,Probolinggo (PB),11:23:00,11:28:00,X KA 209 (KA 209 X)
30,Bayeman (BYM),Ls,11:38:00,
31,Grati (GI),Ls,11:47:00,
32,Rejoso (RO),Ls,11:51:00,
33,Pasuruan (PS),11:59:00,12:01:00,
34,Bangil (BG),12:19:00,12:23:00,
35,Porong (PR),Ls,12:36:00,X KA 429 (KA 429 X)
36,Tanggulangin (TGA),Ls,12:39:00,
37,Sidoarjo (SDA),12:46:00,12:48:00,
38,Pagerwojo (PWJ),Ls,-,
39,Buduran (BDR),Ls,-,
40,Banjarkemantren (BJK),Ls,-,
41,Gedangan (GDG),Ls,12:56:00,X KA 457 (KA 457 X)
42,Sawotratap (STP),Ls,-,
43,Waru (WR),Ls,13:00:00,
44,Kertomenanggal (KTL),Ls,-,
45,Jemursari (JMS),Ls,-,
46,Margorejo (MGR),Ls,-,
47,Wonokromo (WO),13:07:00,13:09:00,
48,Ngagel (NGA),Ls,-,
49,Surabayagubeng (SGU),13:17:00,13:21:00,
50,Surabayakota (SB),13:29:00,14:15:00,
