No.,Stasiun,Datang,Berangkat,Keterangan
1,Semarang Poncol (SMC),,05:00:00,
2,Jerakah (JRK),Ls,05:07:00,
3,Mangkang (MKG),Ls,05:12:00,
4,Kaliwungu (KLN),Ls,05:16:00,
5,Kalibodri (KBD),Ls,05:25:00,
6,Weleri (WLR),05:32:00,05:34:00,
7,Krengseng (KNS),Ls,05:39:00,
8,Plabuan (PLB),Ls,05:46:00,
9,Kuripan (KRP),Ls,05:51:00,
10,Ujungnegoro (UJN),Ls,05:59:00,
11,Batang (BTG),06:05:00,06:07:00,
12,Pekalongan (PK),06:18:00,06:21:00,
13,Sragi (SRI),Ls,06:31:00,
14,Comal (CO),Ls,06:34:00,
15,Petarukan (PTA),Ls,06:42:00,
16,Pemalang (PML),06:48:00,06:50:00,
17,Surodadi (SD),Ls,07:01:00,
18,Larangan (LR),Ls,07:08:00,
19,Tegal (TG),07:14:00,07:19:00,
20,Brebes (BB),07:30:00,07:32:00,
21,Tanjung (TGN),07:49:00,08:06:00,= KA 23 (KA 23 //)
22,Losari (LOS),08:15:00,08:17:00,
23,Babakan (BBK),08:26:00,08:29:00,
24,Waruduwur (WDW),Ls,08:40:00,
25,Cirebon Prujakan (CNP),08:50:00,,
