No.,Stasiun,Datang,Berangkat,Keterangan
1,Lempuyangan (LPN),,13:10:00,
2,Yogyakarta (YK),Ls,13:14:00,
3,Patukan (PTN),Ls,13:19:00,
4,Rewulu (RWL),Ls,13:23:00,
5,Sentolo (STL),Ls,13:30:00,
6,Wates (WT),13:39:00,13:41:00,
7,Kedundang (KDG),Ls,13:47:00,
8,Wojo (WJ),Ls,13:52:00,
9,Jenar (JN),Ls,13:58:00,
10,Kutoarjo (KTA),14:09:00,14:14:00,
11,Butuh (BTH),Ls,14:19:00,
12,Prembun (PRB),Ls,14:24:00,
13,Kutowinangun (KWN),14:30:00,14:32:00,
14,Wonosari (WNS),Ls,14:36:00,
15,Kebumen (KM),14:41:00,14:43:00,
16,Sruweng (SRW),Ls,14:51:00,
17,Karanganyar (KA),14:55:00,14:57:00,
18,Gombong (GB),15:06:00,15:08:00,
19,Ijo (IJ),Ls,15:15:00,
20,Tambak (TBK),Ls,15:18:00,
21,Sumpiuh (SPH),Ls,15:21:00,
22,Kemranjen (KJ),Ls,15:24:00,
23,Kroya (KYA),15:31:00,15:34:00,
24,Randegan (RDN),Ls,15:41:00,
25,Kebasen (KBS),Ls,15:44:00,
26,Notog (NTG),Ls,15:49:00,
27,Purwokerto (PWT),15:58:00,16:03:00,
28,Karanggandul (KGD),Ls,16:12:00,
29,Karangsari (KRR),Ls,16:21:00,
30,Patuguran (PAT),Ls,16:32:00,
31,Kretek (KRT),Ls,16:39:00,
32,Bumiayu (BMA),Ls,16:46:00,
33,Linggapura (LG),Ls,16:54:00,
34,Prupuk (PPK),17:04:00,17:06:00,
35,Songgom (SGG),Ls,17:14:00,
36,Larangan (LRA),Ls,17:18:00,
37,Ketanggungan (KGG),17:24:00,17:26:00,
38,Ciledug (CLD),Ls,17:36:00,
39,Sindanglaut (SDU),Ls,17:45:00,
40,Luwung (LWG),Ls,17:49:00,
41,Cirebon Prujakan (CNP),17:55:00,18:01:00,
42,Cirebon (CN),Ls,18:05:00,
43,Cangkring (CNK),Ls,18:10:00,
44,Bangoduwa (BDW),Ls,18:13:00,
45,Arjawinangun (AWN),Ls,18:17:00,// KA 2509 (KA 2509 =)
46,Kertasemaya (KTM),Ls,18:26:00,
47,Jatibarang (JTB),Ls,18:31:00,
48,Telagasari (TLS),Ls,18:38:00,
49,Terisi (TIS),Ls,18:43:00,
50,Kadokangabus (KAB),Ls,18:47:00,
51,Cilegeh (CLH),Ls,18:52:00,
52,Haurgeulis (HGL),18:59:00,19:01:00,
53,Cipunegara (CRA),Ls,19:06:00,
54,Pegadenbaru (PGB),Ls,19:11:00,
55,Cikaum (CKM),Ls,19:16:00,
56,Pasirbungur (PAS),Ls,19:20:00,
57,Pringkasap (PRI),Ls,19:24:00,
58,Pabuaran (PAB),Ls,19:27:00,
59,Tanjungrasa (TJS),Ls,19:30:00,
60,Cikampek (CKP),Ls,19:37:00,
61,Dawuan (DWN),Ls,19:40:00,
62,Kosambi (KOS),Ls,19:44:00,
63,Klari (KLI),Ls,19:46:00,
64,Karawang (KW),Ls,19:51:00,
65,Kedunggedeh (KDH),Ls,19:55:00,
66,Lemahabang (LMB),Ls,20:02:00,
67,Cikarang (CKR),Ls,20:06:00,
68,Telaga Murni (TLM),Ls,-,
69,Cibitung (CIT),Ls,-,
70,Tambun (TB),Ls,20:13:00,// KA 5179 (KA 5179 =)
71,Bekasitimur (BKST),Ls,-,
72,Bekasi (BKS),20:19:00,20:21:00,
73,Jatinegara (JNG),20:33:00,20:35:00,
74,Pondokjati (POK),Ls,-,
75,Kramat (KMT),Ls,-,
76,Gangsentiong (GST),Ls,-,
77,Pasarsenen (PSE),20:45:00,,
