No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,21:55:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,22:04:00,
6,Bekasi (BKS),22:15:00,22:17:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,22:23:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),22:31:00,22:33:00,
12,Lemahabang (LMB),Ls,22:37:00,
13,Kedunggedeh (KDH),Ls,22:43:00,
14,Karawang (KW),22:48:00,22:50:00,
15,Klari (KLI),Ls,22:56:00,
16,Kosambi (KOS),Ls,22:59:00,
17,Dawuan (DWN),Ls,23:04:00,
18,Cikampek (CKP),23:07:00,23:09:00,
19,Tanjungrasa (TJS),Ls,23:16:00,
20,Pabuaran (PAB),Ls,23:19:00,
21,Pringkasap (PRI),Ls,23:23:00,
22,Pasirbungur (PAS),Ls,23:27:00,
23,Cikaum (CKM),Ls,23:31:00,
24,Pegadenbaru (PGB),Ls,23:37:00,
25,Cipunegara (CRA),Ls,23:42:00,
26,Haurgeulis (HGL),23:47:00,23:49:00,
27,Cilegeh (CLH),Ls,23:57:00,
28,Kadokangabus (KAB),Ls,00:02:00,
29,Terisi (TIS),Ls,00:06:00,
30,Telagasari (TLS),Ls,00:11:00,
31,Jatibarang (JTB),00:18:00,00:20:00,
32,Kertasemaya (KTM),Ls,00:26:00,
33,Arjawinangun (AWN),Ls,00:36:00,
34,Bangoduwa (BDW),Ls,00:40:00,
35,Cangkring (CNK),Ls,00:43:00,
36,Cirebon (CN),00:50:00,00:55:00,
37,Cirebon Prujakan (CNP),Ls,00:59:00,
38,Luwung (LWG),Ls,01:05:00,
39,Sindanglaut (SDU),Ls,01:10:00,
40,Ciledug (CLD),Ls,01:22:00,
41,Ketanggungan (KGG),Ls,01:33:00,
42,Larangan (LRA),Ls,01:40:00,
43,Songgom (SGG),Ls,01:45:00,
44,Prupuk (PPK),Ls,01:55:00,
45,Linggapura (LG),Ls,02:05:00,
46,Bumiayu (BMA),02:14:00,02:16:00,
47,Kretek (KRT),Ls,02:24:00,
48,Patuguran (PAT),Ls,02:30:00,
49,Karangsari (KRR),Ls,02:40:00,
50,Karanggandul (KGD),Ls,02:48:00,
51,Purwokerto (PWT),02:56:00,03:01:00,
52,Notog (NTG),Ls,03:09:00,
53,Kebasen (KBS),Ls,03:14:00,
54,Randegan (RDN),Ls,03:17:00,
55,Kroya (KYA),03:24:00,03:26:00,
56,Kemranjen (KJ),Ls,03:33:00,
57,Sumpiuh (SPH),Ls,03:36:30,
58,Tambak (TBK),Ls,03:40:00,
59,Ijo (IJ),Ls,03:43:00,
60,Gombong (GB),03:50:00,03:52:00,
61,Karanganyar (KA),Ls,03:59:00,
62,Sruweng (SRW),Ls,04:02:00,
63,Kebumen (KM),04:09:00,04:11:00,
64,Wonosari (WNS),Ls,04:16:00,
65,Kutowinangun (KWN),Ls,04:19:00,
66,Prembun (PRB),Ls,04:24:00,
67,Butuh (BTH),Ls,04:28:30,
68,Kutoarjo (KTA),04:33:00,04:36:00,
69,Jenar (JN),Ls,04:46:00,
70,Wojo (WJ),Ls,04:52:00,
71,Kedundang (KDG),Ls,04:57:00,
72,Wates (WT),05:03:00,05:05:00,
73,Sentolo (STL),Ls,05:14:00,
74,Rewulu (RWL),Ls,05:20:00,
75,Patukan (PTN),Ls,05:23:00,
76,Yogyakarta (YK),Ls,05:28:00,
77,Lempuyangan (LPN),05:31:00,05:36:00,
78,Maguwo (MGW),Ls,05:42:00,// KA 2750F JJ (KA 2750F JJ =)
79,Brambanan (BBN),Ls,05:47:00,
80,Srowot (SWT),Ls,05:51:00,
81,Klaten (KT),05:57:00,06:16:00,= KA 64 (KA 64 //)
82,Ceper (CE),Ls,06:23:00,
83,Delanggu (DL),Ls,06:27:00,
84,Gawok (GW),Ls,06:31:00,
85,Purwosari (PWS),06:37:00,06:42:00,
86,Solobalapan (SLO),Ls,06:46:00,
87,Solojebres (SK),Ls,06:50:00,
88,Palur (PL),Ls,06:53:00,
89,Kemiri (KMR),Ls,06:56:00,
90,Masaran (MSR),Ls,07:02:00,
91,Sragen (SR),07:10:00,07:12:00,
92,Kebonromo (KRO),Ls,07:18:00,
93,Kedungbanteng (KDB),Ls,07:23:00,
94,Walikukun (WK),07:33:00,07:35:00,
95,Kedunggalar (KG),Ls,07:43:00,
96,Ngawi (NGW),07:50:00,07:53:00,
97,Geneng (GG),Ls,08:00:00,
98,Magetan (MAG),08:09:00,08:12:00,
99,Madiun (MN),08:23:00,08:28:00,
100,Babadan (BBD),Ls,08:35:00,
101,Caruban (CRB),08:44:00,09:01:00,= KA 84 (KA 84 //)
102,Saradan (SRD),Ls,09:09:00,
103,Bagor (BGR),Ls,09:20:00,
104,Nganjuk (NJ),09:26:00,09:29:00,
105,Sukomoro (SKM),Ls,09:34:00,
106,Baron (BRN),Ls,09:41:00,
107,Kertosono (KTS),09:48:00,09:51:00,
108,Purwoasri (PWA),Ls,09:59:00,
109,Papar (PPR),Ls,10:04:00,
110,Minggiran (MGN),Ls,10:08:00,
111,Susuhan (SS),Ls,10:13:00,
112,Kediri (KD),10:20:00,10:28:00,X KA 269 (KA 269 X)
113,Ngadiluwih (NDL),Ls,10:36:00,
114,Kras (KRS),Ls,10:41:00,X KA 167 (KA 167 X)
115,Ngujang (NJG),Ls,10:48:00,
116,Tulungagung (TA),10:55:00,10:58:00,
117,Sumbergempol (SBL),Ls,11:04:00,X KA 425 (KA 425 X)
118,Ngunut (NT),11:10:00,11:12:00,
119,Rejotangan (RJ),Ls,11:19:00,
120,Blitar (BL),11:30:00,,
