No.,Stasiun,Datang,Berangkat,Keterangan
1,Adi Soemarmo (SMO),,12:00:00,
2,Kadipiro (KDO),12:10:00,12:11:00,
3,Solobalapan (SLO),12:18:00,12:23:00,
4,Solojebres (SK),12:27:00,12:29:00,
5,Palur (PL),Ls,12:33:00,
6,Kemiri (KMR),Ls,12:36:00,
7,Masaran (MSR),Ls,12:42:00,
8,Sragen (SR),12:49:00,12:51:00,
9,Kebonromo (KRO),Ls,12:56:00,
10,Kedungbanteng (KDB),Ls,13:00:00,
11,Walikukun (WK),13:10:00,13:12:00,
12,Kedunggalar (KG),Ls,13:20:00,
13,Ngawi (NGW),13:27:00,13:29:00,
14,Geneng (GG),Ls,13:36:00,
15,Magetan (MAG),13:44:00,14:05:00,= KA 154 (KA 154 //)
16,Madiun (MN),14:15:00,,
