No.,Stasiun,Datang,Berangkat,Keterangan
1,Solobalapan (SLO),21:37:00,21:45:00,X KA 2714
2,Kadipiro (KDO),Ls,21:52:00,
3,Kalioso (KO),22:00:00,22:08:00,X KA 152 (KA 152 X)
4,Salem (SLM),22:18:00,22:27:00,X KA 38 (KA 38 X)
5,Sumberlawang (SUM),22:38:00,22:49:00,X KA 232 (KA 232 X)
6,Goprak (GPK),Ls,22:56:00,
7,Gundih (GD),23:03:00,23:08:00,
8,Gambringan (GBN),23:29:00,23:34:00,"PERJALANANNYA DITERUSKAN OLEH 
KA 238F"
