No.,Stasiun,Datang,Berangkat,Keterangan
1,Gambir (GMR),,19:45:00,
2,Gondangdia (GDD),Ls,-,
3,Cikini (CKI),Ls,-,
4,Manggarai (MRI),Ls,19:54:00,
5,Matraman (MTR),Ls,-,
6,Jatinegara (JNG),19:59:00,20:01:00,
7,Bekasi (BKS),20:12:00,20:14:00,
8,Bekasitimur (BKST),Ls,-,
9,Tambun (TB),Ls,20:20:00,
10,Cibitung (CIT),Ls,-,
11,Telaga Murni (TLM),Ls,-,
12,Cikarang (CKR),Ls,20:27:00,
13,Lemahabang (LMB),Ls,20:30:00,
14,Kedunggedeh (KDH),Ls,20:36:00,
15,Karawang (KW),Ls,20:40:00,// KA 338 (KA 338 =)
16,Klari (KLI),Ls,20:44:00,
17,Kosambi (KOS),Ls,20:47:00,
18,Dawuan (DWN),Ls,20:51:00,
19,Cikampek (CKP),Ls,20:54:00,
20,Tanjungrasa (TJS),Ls,21:01:00,
21,Pabuaran (PAB),Ls,21:04:00,
22,Pringkasap (PRI),Ls,21:07:00,
23,Pasirbungur (PAS),Ls,21:10:00,
24,Cikaum (CKM),Ls,21:13:00,// KA 304 (KA 304 =)
25,Pegadenbaru (PGB),Ls,21:18:00,
26,Cipunegara (CRA),Ls,21:22:00,
27,Haurgeulis (HGL),Ls,21:26:00,
28,Cilegeh (CLH),Ls,21:32:00,
29,Kadokangabus (KAB),Ls,21:37:00,
30,Terisi (TIS),Ls,21:41:00,
31,Telagasari (TLS),Ls,21:46:00,
32,Jatibarang (JTB),Ls,21:52:00,
33,Kertasemaya (KTM),Ls,21:57:00,
34,Arjawinangun (AWN),Ls,22:06:00,
35,Bangoduwa (BDW),Ls,22:09:00,
36,Cangkring (CNK),Ls,22:13:00,
37,Cirebon (CN),22:19:00,22:24:00,
38,Cirebon Prujakan (CNP),Ls,22:27:00,
39,Waruduwur (WDW),Ls,22:34:00,
40,Babakan (BBK),Ls,22:41:00,
41,Losari (LOS),Ls,22:46:00,
42,Tanjung (TGN),Ls,22:51:00,
43,Brebes (BB),Ls,23:02:00,
44,Tegal (TG),23:11:00,23:13:00,
45,Larangan (LR),Ls,23:18:00,// KA 2708 (KA 2708 =)
46,Surodadi (SD),Ls,23:23:30,
47,Pemalang (PML),23:31:00,23:33:00,
48,Petarukan (PTA),Ls,23:38:00,
49,Comal (CO),Ls,23:43:00,
50,Sragi (SRI),Ls,23:46:00,
51,Pekalongan (PK),23:54:00,23:56:00,
52,Batang (BTG),Ls,00:04:00,
53,Ujungnegoro (UJN),Ls,00:08:00,
54,Kuripan (KRP),Ls,00:16:00,
55,Plabuan (PLB),Ls,00:21:00,
56,Krengseng (KNS),Ls,00:27:00,
57,Weleri (WLR),Ls,00:30:00,
58,Kalibodri (KBD),Ls,00:36:00,
59,Kaliwungu (KLN),Ls,00:44:00,
60,Mangkang (MKG),Ls,00:47:00,
61,Jerakah (JRK),Ls,00:51:00,
62,Semarang Poncol (SMC),Ls,00:56:00,
63,Semarang Tawang (SMT),01:01:00,,
