No.,Stasiun,Datang,Berangkat,Keterangan
1,Surabayagubeng (SGU),,11:15:00,
2,Ngagel (NGA),Ls,-,
3,Wonokromo (WO),Ls,11:21:00,
4,Sepanjang (SPJ),Ls,11:25:00,
5,Boharan (BH),Ls,-,
6,Krian (KRN),Ls,11:34:00,
7,Kedinding (KDN),Ls,-,
8,Tarik (TRK),Ls,11:40:00,
9,Mojokerto (MR),11:48:00,11:50:00,
10,Curahmalang (CRM),Ls,-,
11,Sumobito (SBO),Ls,11:59:00,
12,Peterongan (PTR),Ls,-,
13,Jombang (JG),12:08:00,12:10:00,
14,Sembung (SMB),Ls,12:16:00,
15,Kertosono (KTS),Ls,12:21:00,
16,Baron (BRN),Ls,12:26:00,
17,Sukomoro (SKM),Ls,12:33:00,
18,Nganjuk (NJ),12:37:00,12:39:00,
19,Bagor (BGR),Ls,12:45:00,
20,Saradan (SRD),Ls,12:55:00,
21,Caruban (CRB),Ls,13:00:00,
22,Babadan (BBD),Ls,13:05:00,
23,Madiun (MN),13:12:00,13:17:00,
24,Magetan (MAG),Ls,13:25:00,
25,Geneng (GG),Ls,13:30:00,
26,Ngawi (NGW),Ls,13:35:00,
27,Kedunggalar (KG),Ls,13:40:00,
28,Walikukun (WK),Ls,13:46:00,
29,Kedungbanteng (KDB),Ls,13:54:00,
30,Kebonromo (KRO),Ls,13:58:00,
31,Sragen (SR),Ls,14:01:00,
32,Masaran (MSR),Ls,14:06:00,
33,Kemiri (KMR),Ls,14:11:00,
34,Palur (PL),Ls,14:14:00,
35,Solojebres (SK),Ls,14:17:00,// KA 269 (KA 269 =)
36,Solobalapan (SLO),14:21:00,14:24:00,
37,Purwosari (PWS),Ls,14:28:00,
38,Gawok (GW),Ls,14:32:00,
39,Delanggu (DL),Ls,14:35:00,
40,Ceper (CE),Ls,14:39:00,
41,Klaten (KT),14:46:00,14:49:00,
42,Srowot (SWT),Ls,14:56:00,
43,Brambanan (BBN),Ls,15:00:00,
44,Maguwo (MGW),Ls,15:06:00,
45,Lempuyangan (LPN),Ls,15:11:00,
46,Yogyakarta (YK),15:15:00,,
