No.,Stasiun,Datang,Berangkat,Keterangan
1,Pasarsenen (PSE),,23:50:00,
2,Gangsentiong (GST),Ls,-,
3,Kramat (KMT),Ls,-,
4,Pondokjati (POK),Ls,-,
5,Jatinegara (JNG),Ls,23:59:00,
6,Bekasi (BKS),00:11:00,00:13:00,
7,Bekasitimur (BKST),Ls,-,
8,Tambun (TB),Ls,00:19:00,
9,Cibitung (CIT),Ls,-,
10,Telaga Murni (TLM),Ls,-,
11,Cikarang (CKR),Ls,00:26:00,
12,Lemahabang (LMB),Ls,00:29:00,// KA 2528 (KA 2528 =)
13,Kedunggedeh (KDH),Ls,00:34:00,
14,Karawang (KW),Ls,00:38:00,
15,Klari (KLI),Ls,00:42:00,
16,Kosambi (KOS),Ls,00:44:00,
17,Dawuan (DWN),Ls,00:48:00,
18,Cikampek (CKP),Ls,00:51:00,
19,Tanjungrasa (TJS),Ls,00:58:00,
20,Pabuaran (PAB),Ls,01:01:00,
21,Pringkasap (PRI),Ls,01:04:00,
22,Pasirbungur (PAS),Ls,01:08:00,
23,Cikaum (CKM),Ls,01:12:00,
24,Pegadenbaru (PGB),01:19:00,01:21:00,
25,Cipunegara (CRA),Ls,01:27:00,
26,Haurgeulis (HGL),Ls,01:31:00,
27,Cilegeh (CLH),Ls,01:37:00,
28,Kadokangabus (KAB),Ls,01:42:00,
29,Terisi (TIS),Ls,01:46:00,
30,Telagasari (TLS),Ls,01:51:00,
31,Jatibarang (JTB),01:59:00,02:01:00,
32,Kertasemaya (KTM),Ls,02:08:00,
33,Arjawinangun (AWN),Ls,02:17:00,
34,Bangoduwa (BDW),Ls,02:21:00,
35,Cangkring (CNK),Ls,02:25:00,
36,Cirebon (CN),02:31:00,02:38:00,
37,Cirebon Prujakan (CNP),Ls,02:41:00,
38,Waruduwur (WDW),Ls,02:48:00,
39,Babakan (BBK),Ls,02:55:00,
40,Losari (LOS),Ls,03:00:00,
41,Tanjung (TGN),Ls,03:05:00,
42,Brebes (BB),03:17:00,03:19:00,
43,Tegal (TG),03:30:00,03:33:00,
44,Larangan (LR),Ls,03:38:00,
45,Surodadi (SD),Ls,03:44:00,
46,Pemalang (PML),03:52:00,03:54:00,
47,Petarukan (PTA),Ls,03:59:00,
48,Comal (CO),Ls,04:05:00,
49,Sragi (SRI),Ls,04:08:00,
50,Pekalongan (PK),04:16:00,04:19:00,
51,Batang (BTG),04:28:00,04:30:00,
52,Ujungnegoro (UJN),Ls,04:35:00,
53,Kuripan (KRP),Ls,04:43:00,
54,Plabuan (PLB),Ls,04:48:00,
55,Krengseng (KNS),Ls,04:54:00,
56,Weleri (WLR),04:59:00,05:01:00,
57,Kalibodri (KBD),Ls,05:09:00,
58,Kaliwungu (KLN),Ls,05:17:00,
59,Mangkang (MKG),Ls,05:20:00,
60,Jerakah (JRK),Ls,05:24:00,
61,Semarang Poncol (SMC),05:30:00,05:34:00,
62,Semarang Tawang (SMT),05:40:00,,
