No.,Stasiun,Datang,Berangkat,Keterangan
1,Yogyakarta (YK),,17:00:00,
2,Lempuyangan (LPN),Ls,17:03:00,
3,Maguwo (MGW),Ls,17:07:00,
4,Brambanan (BBN),Ls,17:12:00,
5,Srowot (SWT),Ls,17:16:00,
6,Klaten (KT),17:22:00,17:24:00,
7,Ceper (CE),Ls,17:31:00,
8,Delanggu (DL),Ls,17:35:00,
9,Gawok (GW),Ls,17:38:00,
10,Purwosari (PWS),Ls,17:42:00,
11,Solobalapan (SLO),17:46:00,17:49:00,
12,Solojebres (SK),Ls,17:53:00,
13,Palur (PL),Ls,17:56:00,
14,Kemiri (KMR),Ls,17:59:00,
15,Masaran (MSR),Ls,18:04:00,
16,Sragen (SR),Ls,18:09:00,
17,Kebonromo (KRO),Ls,18:12:00,
18,Kedungbanteng (KDB),Ls,18:16:00,
19,Walikukun (WK),Ls,18:24:00,
20,Kedunggalar (KG),Ls,18:29:00,
21,Ngawi (NGW),Ls,18:34:00,
22,Geneng (GG),Ls,18:39:00,
23,Magetan (MAG),Ls,18:44:00,
24,Madiun (MN),18:52:00,18:57:00,
25,Babadan (BBD),Ls,19:04:00,
26,Caruban (CRB),Ls,19:09:00,
27,Saradan (SRD),Ls,19:15:00,
28,Bagor (BGR),Ls,19:25:00,
29,Nganjuk (NJ),19:31:00,19:33:00,
30,Sukomoro (SKM),Ls,19:38:00,
31,Baron (BRN),Ls,19:44:00,
32,Kertosono (KTS),Ls,19:49:00,
33,Sembung (SMB),Ls,19:54:00,
34,Jombang (JG),20:01:00,20:03:00,
35,Peterongan (PTR),Ls,-,
36,Sumobito (SBO),Ls,20:12:00,
37,Curahmalang (CRM),Ls,-,
38,Mojokerto (MR),20:21:00,20:24:00,
39,Tarik (TRK),Ls,20:32:00,
40,Kedinding (KDN),Ls,-,
41,Krian (KRN),Ls,20:38:00,
42,Boharan (BH),Ls,-,
43,Sepanjang (SPJ),Ls,20:48:00,X KA 411
44,Wonokromo (WO),Ls,20:54:00,
45,Ngagel (NGA),Ls,-,
46,Surabayagubeng (SGU),21:00:00,,
